apples, drug, territory, bead, key, cabbage, minister, neck, jeans, income, credit, rifle, tomatoes, stem, needle, pigs, hour
-8, 0, 3d7, 8, -822970083870, 1731935, 1, 95.290771, -0.125000, 0, 0, 1, 1, -16, peace, 90, -0.000004
12, 1, fde2, L, 831851405756, 797461431, 0, -0.189240, 35.703125, 0, 1, 1, 1, -17923, calculator, 119, 0.000001
-1, 0, fb70, k, -108938489967, 8739276, 0, 410.603271, -394.750000, 0, 0, 0, 1, -1940883, journey, 47, -0.000032
0, 0, 0, 0, -832449, 170938286, 0, -0.014938, 699.562500, 0, 0, 0, 0, -234, condition, 30, -0.000024
14, 1, 357, ?, -32584211696, 274, 0, 0.017746, 163051.312500, 0, 1, 1, 0, -354, wheel, 3, 0.000001
21, 1, 43, g, 41583661070995285, 29, 0, -1.613907, 0.000000, 1, 0, 0, 0, -22624, , 124, 101.605980
23, 1, fd58, v, -1, 21, 0, -0.802582, -0.406250, 1, 1, 0, 0, 5, health, 0, -0.213276
-15, 1, fe91, G, -5933816638, 829625, 0, 0.000641, -2.937500, 1, 0, 1, 1, 26112, reason, 1, 0.000283
-6, 1, 499, 2, -4286470352401655494, 31, 0, -0.000244, -1198.265625, 1, 1, 1, 1, -73, voice, 55, 5.130962
1, 0, ebd5, 5, -171083976035372886, 1224, 0, -0.000092, -0.078125, 1, 0, 1, 1, -56620, giants, 117, -0.051906
0, 1, 0, 6, -1, 65403410, 0, -2346.513748, 1377843.796875, 1, 0, 1, 1, -1810, giraffe, 13, 2.873460
1, 1, d, j, 1943, 2278, 0, 0.000214, -31591.171875, 0, 1, 1, 1, 834346008, , 3, 0.462753
0, 0, d493, }, 238448014328822, 7962, 0, 2074.520096, 198.765625, 0, 0, 1, 1, 922065138, zipper, 29, 0.035887
5, 0, 0, =, -1782549, 134722873, 1, 111.966400, 549.437500, 0, 0, 1, 0, -730077923, lawyer, 178, -0.000463
13, 0, ffff, 2, 385616453118249, 378368, 1, -16.140900, 2018.171875, 1, 0, 1, 0, -2444176, honey, 0, 0.000501
-8, 1, fc32, Z, 107145, 1007, 1, 7.019913, -0.234375, 1, 1, 0, 0, -230, arch, 15, 0.990912
4, 0, fd5, q, 11881358639, 502140, 0, 927.741516, -523943.687500, 0, 0, 0, 1, 8571, punishment, 0, 0.000476
8, 1, fffc, h, -39963760552062389, 45794413, 0, 0.000168, 0.062500, 1, 1, 1, 1, -2342, home, 0, 0.000005
-6, 0, 137, Q, -3992669827990331, 4581584, 0, 0.584778, -5.453125, 1, 0, 0, 1, 13912, pipe, 117, -0.002642
1, 1, 8a86, 6, -2, 13565, 1, 0.002838, 0.031250, 0, 1, 0, 1, -7798662, memory, 15, -3.622334
1, 1, f, 7, 4377943, 25750, 1, 6324.234634, -0.265625, 1, 1, 0, 1, 1080680853, milk, 119, -0.002975
-8, 1, ffe5, L, -589284275250, 1982421, 1, 0.008057, -2.328125, 1, 0, 0, 1, -224590770, actor, 21, -0.000011
57, 0, ffff, ), 771888827, 2275, 1, -5326.707123, -0.125000, 1, 1, 0, 1, 0, fireman, 0, -0.000004
-5, 0, 2d, C, 4, 7913488, 1, 0.017075, 5146.046875, 1, 0, 1, 0, 6155479, cactus, 22, -39.260689
0, 0, ffe2, S, -361675289786651981, 364170, 1, -3905.709351, -15.531250, 1, 0, 1, 0, 402086, ray, 29, -0.000344
0, 0, a3, #, -278693986319327, 34, 1, 0.019424, -100.921875, 1, 0, 0, 0, 1, , 0, -0.000020
-8, 0, 27, %, -25, 3891, 0, 0.000015, 0.015625, 1, 1, 0, 1, -3668424, tub, 12, -0.000006
-1, 1, 6, G, -53355809439, 1128901463, 0, 0.220993, 3.656250, 0, 0, 0, 0, 13831443, horse, 11, -0.000002
-5, 0, fdc1, r, 638321800, 2, 0, -22.315933, 71.468750, 0, 0, 1, 0, -8, arch, 2, 0.007527
18, 0, 19, V, 7435755, 7161881, 1, -201.811783, 21994.625000, 1, 0, 0, 0, 884, toothpaste, 5, 37.156273
-48, 0, 36, P, 406485642, 95691, 0, -1.518311, -142246.718750, 0, 1, 1, 1, -464, scene, 10, -0.000000
-39, 1, ffc3, L, 5367706497, 235189, 0, 175.102325, 5057541.718750, 0, 1, 1, 1, -97369, ladybug, 146, -177.288116
-2, 0, 769, |, -1, 295947, 1, -0.103012, 285011.421875, 0, 1, 0, 1, -32701909, spade, 121, -0.000155
-93, 1, aa, ], -3738137407228035300, 261296, 1, 0.001587, 6.796875, 1, 1, 1, 0, -33203590, earthquake, 2, 0.000117
-2, 0, ffff, z, 330734433857602, 748, 0, -0.007599, -0.031250, 0, 0, 1, 0, -115158631, volleyball, 3, -14.971568
-3, 0, ff6d, q, -5824420342, 502140, 0, 927.741516, -523943.687500, 1, 0, 0, 0, 11, punishment, 0, 0.000476
1, 0, 1, ), -577, 472690913, 1, 4.100769, 1748.265625, 0, 1, 1, 1, -165, spy, 5, 0.000030
9, 0, ffe3, |, 1789667888231, 4833, 1, -1764.004242, 17.171875, 1, 0, 1, 0, 56344748, kettle, 8, 0.001838
3, 0, 0, E, -894667414381389118, 962, 0, 0.000015, -3938805.109375, 1, 0, 0, 1, -16, insect, 196, -0.030165
37, 1, fffe, h, 6460816035318304472, 194644, 0, -0.104065, 2341.593750, 1, 1, 1, 1, -930110, brick, 5, 0.007055
-8, 1, 1e7d, T, -616198707, 24776, 1, 0.002548, -0.406250, 0, 0, 1, 1, 13, root, 131, 0.000007
-8, 1, ffcc, Z, 107145, 235678, 1, 7.019913, -0.234375, 1, 1, 0, 1, -230, arch, 7, 0.971444
25, 0, 35, w, -59544220772367154, 67, 1, -0.000015, -4.750000, 0, 0, 1, 1, 0, skirt, 205, -0.000001
-6, 1, 9381, U, -355274384, 471157, 1, -0.026932, -38608.265625, 1, 0, 1, 0, -124, teeth, 6, 0.199123
-8, 0, 26ba, %, 1037150269705, 3891, 1, -931.036728, 0.015625, 1, 1, 0, 1, -30, wealth, 12, -0.000006
1, 1, 1, +, -145466082782, 1829, 0, 7.335495, 0.015625, 1, 1, 1, 1, -223, fear, 1, 0.000252
0, 1, fdf7, T, 369878240716678097, 14, 1, 0.149399, -1637394.343750, 0, 0, 0, 1, -51556, , 1, 0.000050
22, 0, be07, 0, 1029404986097, 170938286, 1, -0.014938, 6441.531250, 1, 0, 0, 0, -2, condition, 17, -0.000024
1, 1, d18e, F, -59490105673500696, 12350184, 0, 0.188248, -2.921875, 0, 1, 1, 1, 29, sisters, 14, -3.749372
4, 1, ffff, ^, 2240562878239682, 2851897789, 0, -0.000687, 95164.703125, 0, 1, 0, 1, -69249, cow, 101, 0.061715
18, 1, fffe, 0, -1366993001312126840, 6444, 1, -0.000031, -0.015625, 1, 0, 1, 0, 24, wax, 0, 0.000065
0, 1, 4d, d, -18304623301, 416, 1, 0.173447, 18.265625, 1, 1, 1, 0, 35, wilderness, 1, 496.232178
-2, 1, 9, Z, 50579660, 2518348, 1, -0.000015, 1345.875000, 1, 0, 1, 0, -5, wilderness, 1, -0.000009
3, 0, c, @, -63737703528908930, 6, 0, 117.487396, 1.500000, 1, 0, 0, 0, 6361, car, 5, -951.600952
125, 0, 6e3, J, 459827418926, 134, 1, 0.000046, -1.109375, 1, 0, 0, 0, -97112122, comb, 20, 0.000001
-93, 0, 86fd, -, -189979644739409, 55043, 0, 0.000153, -19667.828125, 0, 1, 0, 0, 21, apparel, 2, 0.000002
5, 1, feb3, %, 6596, 153985, 0, 0.001266, -46120.953125, 0, 1, 1, 0, 129, plantation, 126, 0.000360
-4, 1, fe70, %, 395, 116, 1, -0.142853, -97.718750, 1, 1, 0, 0, -1135, brain, 12, 206.988937
-2, 1, ffff, P, -4144734, 21538, 0, -570.653503, 0.015625, 0, 0, 0, 0, 942, smash, 1, -628.855408
0, 0, e, B, 6852057572040963444, 3, 1, -1.971054, -3.203125, 1, 1, 1, 0, 1, support, 3, -2.341765
-16, 1, f41a, _, -30823349, 16675, 0, -0.207977, 131726.687500, 0, 0, 0, 0, -5867389, snow, 26, -0.000581
0, 1, 114, -, 814, 835786352, 1, -0.000229, -39.453125, 1, 0, 1, 1, -115684097, adjustment, 75, -0.000809
-1, 0, fffe, +, -123882001, 67481, 0, -8869.998596, -0.265625, 0, 1, 0, 0, -9369619, talk, 3, -0.161709
3, 1, ff98, @, -4, 30, 1, -0.000015, 0.140625, 0, 0, 1, 0, 92, giraffe, 25, 0.003415
-93, 0, ffa2, s, 441868, 1578258, 1, 0.001587, -4.265625, 1, 0, 0, 0, -1449, connection, 1, 0.000101
-1, 0, ffef, ., 401, 1, 0, -0.000046, 18.234375, 0, 0, 1, 0, -11, basketball, 2, 0.260951
-1, 0, fdf7, @, 16636040322, 110127212, 0, -0.000412, 2.984375, 0, 0, 1, 1, -98943, , 1, 0.000050
0, 1, 0, (, 981255948074224, 31, 0, 0.052475, 0.296875, 0, 1, 1, 1, -42813950, earthquake, 0, -1.652063
-2, 0, 3, q, -469610770770, 46339647, 1, -0.000046, 5.328125, 1, 0, 1, 0, -1104, uncle, 1, -6.405446
-4, 0, 0, D, -339644329, 216309, 0, -1.274841, 7.625000, 1, 0, 0, 0, 192, connection, 2, -0.327614
0, 0, fd11, A, -1754693859, 1321063, 0, 20.604294, 19.390625, 0, 0, 0, 1, -57968, trees, 105, -0.000018
1, 1, 2b, ], 110, 47553826, 1, -0.000015, 7817.250000, 1, 1, 1, 1, -516, slip, 5, -0.003809
-1, 0, fa69, ~, -17594303575685, 369, 1, 0.000015, 2261769.250000, 0, 1, 0, 0, -47209236, cap, 11, 0.326964
26, 0, e, B, -1, 1351, 0, -0.000168, 14.343750, 0, 1, 0, 1, -390, behavior, 66, 320.083618
0, 1, 23, o, 111476359995, 348550262, 0, 0.000793, 3440.750000, 1, 1, 1, 1, 13, change, 2, -0.020566
9, 0, 0, 9, -1076707807239269, 628533, 0, -0.001160, -32417.828125, 0, 1, 0, 0, -12586, toothbrush, 13, 0.006489
-1, 0, fffe, h, -174, 123314, 1, 0.241364, -6662704.031250, 0, 0, 0, 0, -6, , 55, 0.000257
-50, 0, 0, A, 430667040603, 67481, 0, -8869.998596, 128683.421875, 1, 1, 0, 0, 166, light, 3, -0.161709
10, 1, 0, I, -1076707807239269, 628533, 0, -378.554977, -5367.531250, 0, 1, 1, 0, -3495, playground, 13, 0.006489
5, 1, e4bc, b, -1272377, 52318, 0, -0.000214, 18853.843750, 0, 0, 1, 1, -112, adjustment, 1, 0.005111
-13, 1, d78, 3, 274270533497, 1347966, 0, 45.055954, -2257.796875, 1, 0, 1, 0, 63355501, work, 104, -0.000868
-3, 1, ffdc, h, 903666, 32528149, 1, -0.001938, -0.015625, 0, 1, 1, 0, -220708, motion, 130, 0.000000
-1, 0, 22, a, -1281524583184, 7054549, 0, -0.014786, -0.203125, 1, 0, 1, 1, -62712635, teaching, 1, 0.000011
2, 0, 428, M, -332221, 1349, 1, 64.429855, 1383637.937500, 1, 1, 1, 0, -367559562, fall, 71, 1.144468
-1, 0, fb36, {, 139893974039088436, 71, 0, 0.002579, -5270.203125, 1, 0, 1, 0, -2, dock, 2, 0.003759
